post_id,post_text,views_cnt,likes_cnt,reposts_cnt,comment_cnt,creation_date
10492,"2025 год просто таки изобилует не просто хорошими, а очень хорошими новостями. Это и выпуск наших книг, и участие в мероприятиях в Японии, и новые мероприятия тут. И одной из самых главных новостей года стало возвращение легендарного [club7917957|VRNFEST] - крупнейшего и старейшего (с 2000 года!) аниме-фестиваля России, и всей Восточной Европы. По различным причинам, фестиваль прекращал свою деятельность в 2019 году, но наконец-то вернулся в привычном формате и размахе. Разумеется наша команда [club181640022|Yuki no Верный] просто не могла пройти мимо, и на протяжении нескольких дней наша замечательная Сатори-сан участвовала в мероприятиях фестиваля как #Usami_Renko 2 мая, и #Amatsukaze 4 мая!. С праздником товарищи! Воронеж воскрес!. . #KanColle . #Kantai_Collection . #Touhou_Project. #KanColle_photo, #KanColle_cosplay, #cosplay . #Yuki_no_Верный",45,8,2,0,2025-05-06 15:40:00+00:00
390053,"Теплышко... У коо там снег майский? Теплышка вам, человеки)",305,24,0,3,2025-05-06 15:39:37+00:00
214765,"Теперь официально на русском: отечественные стриминговые сервисы взяли себе аниме-адаптации «Джампа». . . Wink решил ворваться на рынок вместе с «Дандаданом», который, как можно заметить по изображению, выйдет уже 19 мая. Учитывая, что в промо мелькает постер второго сезона, будем надеяться, что не ошибка по незнанию, а нас ждёт полноценный выход одновременно с Японией. . . «Амедиатика» неожиданно прихватила себе WITCH WATCH, гордо названный у нас на русском «Ведьмнадзор». График выхода серий следующий: . • 7 мая - 1-3. • 11 мая - 4-6. • 18 мая и далее - одновременно с Японией.. Мы, как фанаты Синохары, даже немножко не верим, что это реально, но новости великолепные! . . Также между лицензиатами вовсю идёт обсуждение «Человека-бензопилы»… к сожалению, не арки Рэдзэ, а первых 12 эпизодов. Вроде как планируется с озвучкой там нечто катастрофически классное, но это уже вам пусть поясняют те, кто в озвучке аниме разбирается.",670,21,7,3,2025-05-06 15:38:37+00:00
265,"✤. Анима проявляется столь же уникально, как характеры людей: сотни глаз, звёзды в волосах, когти, второй слой кожи... Кажется, Кеймар чувствует себя безопасно, когда никто не видит её лица.. ✤✤✤. Говорят, когда человек теряет социальную часть себя, он выходит за рамки контроля. Перестаёт следовать морали и даже закону. Его разум раскалывается вместе с личностью, и если это не остановить, то человек превратится в Зверя.. Анима Зверей неукротима. Она, точно тяжёлая болезнь, пожирает носителя вплоть до полного уничтожения, пока организм не испепелит себя.. ✤✤✤. Потому оно и к лучшему, что люди проживают свои дни, так и не встретившись с истинным Я. А те, кому не посчастливилось узреть отражение своей Души, навсегда остаются изгоями. По крайней мере, так всем говорят.. ✤. #InnerWorld #Кеймар #ос #арт",24,8,1,0,2025-05-06 15:38:11+00:00
43539,"Ищите оригинальный декор для любимых гаджетов📱, блокнотов, пеналов? Нет проблем! Наши новые дизайны алмазных💎 наклеек в стиле “восток” и “аниме” уже ждут вас на сайте: https://leonardo.ru/q/GYfwUJRQ .  . Творите, экспериментируйте вместе с Фрея®❗ .  . А вы любите украшать различные предметы кристальной мозаикой? .  . #фрея #наборыдлятворчества #мозаика_фрея #алмазная_картина #алмазнаявышивка_купить #кристальные_наклейки #фрея_новинки",100,4,0,0,2025-05-06 15:36:00+00:00
713,"Наконец радуем вас большим пополнением! 🎉. . ★ Обилие акриловых стендов по различным фандомам, кпоп, играм и аниме на любой вкус и цвет ✨. . ★ Стильные фигурки по Джо Джо 💥. . ★ Милейшие брелоки с животными 🐾. . ★ Немного вкуснейших жевательных конфет 🍬. . Скоро ожидаем ещё больше крутых новинок. Обязательно включите уведомления, чтобы узнать о них первыми! Всех очень любим и ждём у нас в магазине 🥰",19,2,0,0,2025-05-06 15:35:51+00:00
40791,"Напечатали для вас плакаты с Сейбер и Арчером, героями, которые будут участвовать в коллаборации аниме Фэйт и ХСР 🚝",37,3,0,0,2025-05-06 15:35:49+00:00
9952,"234!. . Clair Obscur: Expedition 33, погружение в пучину Аниме, письмо про ворох проблем и отбитые новости.. . Ранний доступ:. Boosty — https://boosty.to/animalsinthestudio/posts/aa176c39-c57e-4c6d-b1ec-a718b893a07a?share=post_link. Telegram — https://t.me/mavestreambot/app?startapp=animalsinthestudio_270. Patreon — https://www.patreon.com/posts/vypusk-234-v-128289202",94,3,0,0,2025-05-06 15:28:13+00:00
1920,,6,1,1,0,2025-05-06 15:26:05+00:00
2360,Возвращение героя / АНИМЕ ВСЕ СЕРИИ / АНИМЕ МАРАФОН,293,3,1,0,2025-05-06 15:22:37+00:00
26261,"«""Мастер игры"" – это новый вызов»: актёр Вячеслав Чепурченко стал участником нового реалити-шоу. . Премьера нового психологического реалити-шоу «Мастер игры» состоится 17 мая в 19:00 на ТНТ. В этот день зрители впервые увидят, как 22 знаменитых участника окажутся в эпицентре интриг, тактики и борьбы за главный приз 10 миллионов рублей. .  . Ранее уже были раскрыты имена первых участников реалити-шоу. В числе игроков актёры Денис Власенко, Леон Кемстач и Наталья Рудова, блогер Женя Ершов, фрейлина Филиппа Киркорова Марго Овсянникова, музыкальный продюсер Александр Толмацкий, внучка первого президента Узбекистана Мариам Тилляева, ведущая «Матч ТВ» Камиля Харисова, блогер и невеста Григория Лепса Аврора Киба, а также шесть участников, известных по проекту «Битва экстрасенсов»: Илья Ларионов, Дмитрий Матвеев, Никита Турчин, Саманта Адам, Николь Кузнецова и Наталья Бантеева. .  . Кроме того, ведущим шоу и непосредственно самим «Мастером игры» станет Юрий Колокольников – звезда «Мастера и Маргариты», «Последнего Ронина» и «Белого Лотоса», а помогать ему управлять игрой будут настоящий Марокканец по имени Хасан и джокер, нарушающий привычный ход событий, роль которого исполнит поп-король Филипп Киркоров. .  . Сегодня телеканал ТНТ раскрывает новые имена участников проекта, одним из которых, стал актёр из Ростова-на-Дону Вячеслав Чепурченко. .  . Вячеслав Чепурченко: «Я вообще обожаю реалити, и «Мастер игры» – это новый вызов. Если в других шоу психологические игры могут быть второстепенным фактором, то тут на этом всё в принципе и основано. Пока не знаю, как у меня получится в этом существовать, но проверить это будет интересно». .  . Участниками реалити также стали: .  . Борис Дергачев – актёр и режиссёр («жЫЫЫзнь», «Праздники», «Друг на час»); . Сергей Романович – актёр («Чернобыль. Зона отчуждения», «Ольга», «Метод», «Экипаж»); . Наташа Бардо – актриса («Девушки с Макаровым», «Исправление и наказание»); . Игорь Чехов – комик, актёр, победитель реалити-шоу ТНТ «Звёзды в джунглях»; . Кирилл Кошарин – мастер спорта по регби, двукратный чемпион Европы, телеведущий и участник шоу «Титаны» на ТНТ; . Даниил Вахрушев – актёр («Физрук», «Афродеревня», «Олень») и участник реалити-шоу ТНТ: «Звезды в джунглях», «Вызов». . . По правилам шоу 22 участника заселяются на роскошную виллу в Марокко, где им предстоит проходить испытания и вести скрытую борьбу. Трое игроков с самого начала становятся «тёмными» – их задача скрывать свою роль, устранять соперников и манипулировать остальными. Остальные – «светлые», их цель – вычислить предателей и сохранить команду. В каждом выпуске зрители увидят испытания, стратегические ходы, неожиданные повороты и еженедельно проект будут покидать два человека. Один участник покидает реалити по решению «тёмных», второй по итогам голосования за круглым столом. Победит тот, кто сумеет просчитать всех – или перехитрить даже самых сильных соперников, ведь в процессе игры к «тёмным» может примкнуть кто угодно.. . https://news.rufox.ru/texts/2025/05/05/382567.htm",87,20,1,5,2025-05-06 14:06:54+00:00
173437,"Met Gala-2025: Анна Винтур усилила охрану на Met Gala, опасаясь появления Канье Уэста .  . Прочесть новость полностью - нажмите на фото . Источник новости: Spletnik . #MetGala2025 #MetGala",25,1,0,0,2025-05-06 16:41:10+00:00
145661,"Пристраивается добрый, воспитанный кот с прекрасным характером . Возраст до 3 лет, внешне чем-то напоминает котов из японских аниме-мультфильмов. Достаточно крупный, настоящий богатырь! . Был спасен с улицы, взят на передержку, кастрирован, обработан от паразитов. . Анализ крови хороший, когда взяли домой немного недомогал-пролечили, сейчас чувствует себя отлично. . На передержке показывает себя с лучшей стороны :не пакостит, ходит в лоток, лезет на руки и колени, встречает с работы.Любит поиграть,но и полежать не прочь. . В общем, не кот а просто загляденье будет вам верным другом на долгие годы. Желающих приютить просьба писать в ЛС [id18872557|Марк Прессель] . #кошки_дом",324,9,1,0,2025-05-06 15:21:57+00:00
55410,"Дети семьи Сиундзи / Shiunji-ke no Kodomotachi серия 5.  . Sibnet (серии с 1 по 5 из 12) video.sibnet.ru/alb705599 . SHIKIMORI shikimori.one/animes/58131 .  . Информация .  . Тип: . TV Сериал .  . Эпизоды: 12 . Длительность эпизода: 24 мин. .  . Статус: . с 8 апр. 2025 г. .  . Жанры: . Сэйнэн Комедия Романтика .  . Тема: . Любовный многоугольник .  . Первоисточник: . Манга .  . По-японски: . 紫雲寺家の子供たち .  . По-английски: . The Shiunji Family Children .  . Другие названия: . The Shiunji Family Children, The Shiunji Siblings, Children of the Shiunji Family .  . Opening Theme . ""Honey Lemon (ハニーレモン)"" by NACHERRY .  . Ending Theme . ""LIKE YOU o(＞＜ = ＞＜)o LOVE YOU?"" by Banri Shiunji (CV: Chika Anzai), Seiha Shiunji (CV: Marika Kouno), Ouka Shiunji (CV: Rie Takahashi), Minami Shiunji (CV: Hana Hishikawa), Kotono Shiunji (CV: Kana Ichinose) .  . Студия . Аниме студии Doga Kobo .  . Оценили 3 человека",38,1,0,0,2025-05-06 15:21:40+00:00
113,"Ребятушки, пока я был в отъезде, у меня возникла идея...🧐. Натыкался я в Shorts на одно аниме... называется ""Быть героем Х"". Оно правда целиком ещё не вышло... по этому хочу спросить вас.. Стоит ли смотреть на стримах его сейчас или ждать пока выйдет полностью? (Устрою опрос). Я просто давно хотел поднять вопрос, как насчёт стрима за просмотром чего-нибудь. (Предложения в комментариях приветствуются💜). . Сегодня стрим в 18:30 по МСК - Beyond: Two Souls",8,1,0,0,2025-05-06 15:21:38+00:00
1037903,"[https://vk.com/amfiteatracademy?erid=|Мастер-класс по озвучиванию фильма или аниме в академии Amfiteatr] 16+. . Майские — отличное время для новых впечатлений!. . Академия Amfiteatr приглашает подростков и взрослых на мастер-классы по озвучке фильмов и аниме. Это шанс не только по-новому взглянуть на любимые сцены, но и примерить на себя роль актёра дубляжа — выразить эмоции голосом и погрузиться в настоящую студийную атмосферу.. . На занятиях участники познакомятся с базами актёрского мастерства, разовьют голос и речь, научатся управлять дыханием и интонацией. Главное — каждый попробует себя у микрофона, а в финале унесёт с собой видеоролик с собственной озвучкой.. . Занятие подойдёт как для индивидуального опыта, так и для компании: при записи от 4 человек действует скидка 5%, от 6 — уже 10%. Идеальный формат, если хочется нестандартного отдыха, дружеской встречи или креативного свидания.. . Подробности на сайте — ссылка в первом комментарии.. . Стоимость: 3900 рублей. . Реклама. ИП Леонова Аделина Джаудатовна. ИНН 026101610800.",4081,3,1,0,2025-05-06 15:20:13+00:00
590236,"Упаковщик товара для маркетплейсов. 🔥Компания по продажам товаров по гик-тематике (аниме, марвел, DC, фильмы, сериалы, игры, k-pop и др.) ищет на подработку в свободном графике сотрудника для упаковки товаров для отправки на маркетплейсы.. . 💥 Подработка в свободном удобном для вас графике. 💥 Возможность заработка для студентов и начинающих специалистов. 💥⁠ Работа в офисе в центре Ростова-на-Дону. 💥⁠ Работа несложная, всему обучим в первый день. . ОБЯЗАННОСТИ:. - Упаковка товаров для отправки на маркетплейсы. . ГРАФИК:. ✔ Свободный график. . ОПЛАТА:. ✔Сдельная (все зависит от вас и от того, сколько часов работаете). . Офис: Центр Ростова-на-Дону, Пушкинская улица. . Контакт: Дарья. 8-960-443-58-78 (whatsapp, telegram, звонок). . Пиши, мы ждем тебя в нашу команду!❤. . Телефон: +79604435878",76,1,0,0,2025-05-06 15:20:08+00:00
216,"продолжаю ебать до тех пор пока не слягу с очередным депрессивным эпизодом🤟🤟 . похвалите ну пожалуйста.. столько стараюсяяяя ъяъяъъ . кстати тренд из тиктоков ваших, залезла в последний вагон и все еще с харуки судзумией.. мое безумие продолжается. дальше может начнется безумие по к-он или лаки стару.. ммм милые аниме девочки делают милые аниме вещи.. внутривенно мне в два потока. возможно и по ним начну фанартить и сходить с ума. я рада что начала смотреть что то новое и не забивать на отдых, потому что это дало мне такого пинка под зад, что ну.. заметно наверное?",18,7,0,1,2025-05-06 15:17:28+00:00
13659,"[club216456098|MLGNyash] — спец. гость КОНстанты. . 🌟 Привет, Константа! 🌟. Мой ник MLGNyash, но вы можете звать меня Анечкой. Я занимаюсь косплеем, создаю костюмы для разных персонажей из игр и аниме, и вообще живу этим! Косплей для меня — это не просто костюмчики, это истории и эмоции, которые хочется поделиться с вами. ✨ .  . На КОНстанте я буду не только как спец гость, но и со своим столиком. Там вы сможете увидеть мои работы, поговорить со мной и, конечно, приобрести эксклюзивный мерч (да-да, стикеры и принты!). Я обожаю встречаться с новыми людьми, так что если захочется поговорить или просто посмеяться — подходите, буду рада!",157,20,1,1,2025-05-06 15:11:51+00:00
63351,"Буквально на днях стартовала весьма необычная книга от Марка Амврелия и Льва Котлярова. Что примечательно, эти двое совсем не связаны друг с другом в жанровой тематике: Марк за плечами имеет добротное литрпг, а Лев усердно пишет боярЪ-аниме. . . Однако это их не смутило, и они совместно написали не бояру, не игрушку, а... эпическое фэнтази! Герой со всеми потрохами и прямо в мотокостюме попадает в мир, где главенствует мечи и магия, у бойцов есть боевая форма, а страну вот-вот захватят монстры. . . Но задача у обычного парня Сергея вовсе не убийства злобных тварей, а защита семьи кронприца, которого преследуют предатели. . . Тогда почему в названии упомянут демон? А все потому, что Сергей обладает уникальной способностью забирать души убитых и изменять себя. Но новые возможности, верные друзея и могущество, которое сулит погибель целым мирам , ему только предстоит познать. . . Останется лишь один вопрос, сможет ли Сергей остаться человеком после всего, что ему выпадет? . . Предлагаю обсудить эту невероятную книгу:. . Марк Амврелий, Лев Котляров: ""Демон-хранитель"". Попаданцы в магические миры. Эпическое фэнтази. . Аннотация: . Умер! Кого вообще можно этим удивить? Умирают все! Вот только далеко не все перерождаются в другом мире, благодаря древнему артефакту. И уж точно не все становятся обладателем силы, способной когда-нибудь, в далёкой перспективе, уничтожать миры и пласты реальности.... . Ссылка на текст: https://author.today/reader/446051",342,9,3,0,2025-05-06 15:10:00+00:00
12077,"Коллеги по хобби, всем шалом!. В связи с тем, что меня прям сильно уколола в пятую точку мозга муха, я решил серьезно озадачиться поиском мастерового , который смог бы набить чекухи на гевер. Собсна, под постом (ну и у меня в лс) объявляется сбор фотографий и информации, какие вообще чекухи должны быть. Говорим именно про родные хк, а не реплики. В интернете обнаружены весьма шакальные фото из которых я понял что маркируют треугольник на магазиноприемнике и сами магазины.. Если будет найдены вменяемые  фото и исполнитель, которому можно составить их, отпишу отдельно. . Всем заранее спасибо за помощь, аниме традиционно к посту прикладывается.",105,7,1,6,2025-05-06 15:07:05+00:00
54,"Я прилетела в Японию чтобы  увидеть современные города, красивые храмы, попасть на родину аниме и многих традиций, разглядывать странные покупки в магазинах и побывать в красивейших горах. Главное отличие Японии от других стран – органичный сплав высокотехнологических решений, древней архитектуры и традиций поведения. Чистые улицы, блестящий хром автомобилей, отсутствие посторонних шумов, клаксонов авто, нет даже музыки из колонок в кафе и магазинах. Все очень степенно , умиротворенно. Никто никуда не торопится. Мир будущего одним словом. Мир людей знающих себе и каждому кусочку земли цену.",17,3,0,0,2025-05-06 15:05:55+00:00
1151505,,1005,4,0,1,2025-05-06 15:05:00+00:00
2663,Наш основной канал ТГ там всё марафон все аниме . https://t.me/anime3dunhua,175,5,0,0,2025-05-06 15:04:28+00:00
87714,Такт Опуc Судьба. . Твои аниме мемы 💗,88,1,0,0,2025-05-06 15:03:47+00:00
40035,Твои аниме мемы 💗,30,1,0,0,2025-05-06 15:03:13+00:00
1608,Компьютерная игра/аниме: Nier. Automata.. Персонаж: А2. Часть 1.. . Фотограф: [id40843108|Серёга Минашин]. Отдельная благодарность за объектив [id346013847|Татьяна Скорина] . За знакомство со Вселенной Nier и с кого вообще все это началось: [id283098878|Ex Soldier],85,9,0,0,2025-05-06 15:02:58+00:00
133957,Такт Опуc Судьба. . Твои аниме мемы 💗,28,1,0,0,2025-05-06 15:02:17+00:00
388,"━─━────༺༻────━─━. ━ • ✙ • ━ Аниме для просмотра на вечером ━ • ✙ • ━. (ﾉ´ヮ`)ﾉ*: ･ﾟ Кошечка из сакурасо.. • Эпизодов | 24 (ಥ﹏ಥ). ▪︎ Жанр | Драма, комедия, повседневность, .                                 ଲ(ⓛ ω ⓛ)ଲ романтика, школа.. ✦ Выпуск | 2012 - 2013 (^˵◕ω◕˵^). ✁ - - - - - - - - - - - - - - - - - - - - - - - - -. ❂ Краткое описание | В старшей школе искусств университета Суймэй есть множество общежитий, а есть доходный дом «Сакура». Если в общежитиях действуют строгие правила, то в «Сакуре» можно все, недаром ее местное прозвище – «сумасшедший дом». Так как в искусстве гений и сумасшествие всегда где-то рядом, то обитатели «вишневого сада» - талантливые и интересные ребята, слишком уж выбивающиеся из «болота». Взять хотя бы шумную Мисаки, что продает мейджор-студиям собственное аниме, ее друга и сценариста плейбоя Дзина или программиста-затворника Рюносукэ, что общается с миром лишь по Сети и телефону. По сравнению с ними главный герой Сората Канда – простак, попавший в «психушку» всего лишь за… любовь к кошкам!",53,8,2,0,2025-05-06 15:02:00+00:00
12881,"«Остров собак» (2018). Мультфильм, приключения, драма. Режиссер: Уэс Андерсон . . Мультфильм балансирует между мрачноватой антиутопией (изгнание, заговоры, тоталитарные намёки) и трогательной историей о преданности. . Это не классическая «добрая сказка» — здесь присутствует сатира, абсурд и даже моменты жестокости.  . . Помимо сюжетной линии, мне очень понравилась именно анимация. Уэс Андерсон довёл свою любовь к рукотворной эстетике до совершенства. . Мельчайшие детали, приглушённые цвета, «бумажные» текстуры и идеальная симметрия. Японские мотивы (гравюры, отсылки к аниме, музыка) делают картину уникальной.  . . Оценка: 9/10 (Грустное, но красивое приключение с великолепной анимацией)",16,2,0,0,2025-05-06 15:00:01+00:00
4242,"📰Премьера аниме по ранобэ «Титосэ внутри бутылки рамунэ» состоится в октябре 2025 года.. . Романтическая комедия о школьной жизни от Хирому и Раэмза рассказывает о популярном и красивом старшекласснике, у которого есть всё: друзья, внимание девушек и даже хейтеры, которые не могут навредить его репутации.. . Но его идеальная жизнь немного усложняется, когда учитель просит его помочь вернуть в школу замкнутого отаку-хикикомори. Несмотря на то, что их жизни — полные противоположности, для такого парня, как он, это же не может быть слишком трудно... верно?. Студия анимации: feel.",67,2,0,1,2025-05-06 15:00:01+00:00
397743,"Анонимно. . Приветствую!. Мне 26 лет, и я ищу человека, с которым мы могли бы со временем стать близкими друзьями. Мои интересы лежат в гуманитарной сфере: языки, литература, творчество. Я люблю аниме, так что здорово, если мы сможем болтать на эту тему.. Я - своеобразный человек, живущий в своем мире, так что если тебя тоже считают страной, возможно, это знак, что нам стоит узнать друг друга поближе ✨. Иногда мне может требоваться отдых от общения, но я постараюсь предупреждать о таких моментах. Желательно, чтобы мы могли время от времени встречаться ирл, но необязательно, большую часть времени у меня всё равно нет на это сил :3",171,2,0,1,2025-05-06 15:00:01+00:00
31383,"Новое сочинение на ЕГЭ. Как теперь выглядит АРГУМЕНТАЦИЯ? . . Это у нас третий критерий, за который ставится 2 балла! Помните, что ваше обоснование должно относиться к проблеме и авторской позиции. И СОБСТВЕННОЙ позиции! Иначе вы можете . потерять баллы (2 первичных).. . ✅Смотрим на формулировку задания 27:. . Сформулируйте и обоснуйте своё отношение к позиции автора (рассказчика) по проблеме исходного текста. Включите в обоснование пример-аргумент, опираясь на читательский, историко-культурный ил жизненный опыт. (Не допускается обращение к таким жанрам, как комикс, аниме, манга, фанфик, графический роман, компьютерная игра.). . Самое сложное для ребят в этом пункте? Конечно, разобраться с тем, ЧТО такое пример-аргумент. А не просто пример или просто аргумент!. . Обратите внимание, что ваши сочинения должны в себе иметь пример-аргумент!!!! Иначе балл вы не получите! 🥲. . #Сочинение@RUSSMO",197,3,2,0,2025-05-06 15:00:01+00:00
209258,"— #фэндом [jujutsu kaisen], [chainsaw man], [магическая битва x человек бензопила] ; . — #au [stud.] [студенческая au.] ; . — #лайкооткликаемо; . — #рейтинг_NC; [NC -21]; . — #конференция; . — #литературный_стиль . — #полуролевое .  . занятые роли: . . сёко иэйри . сугуру гето . годжо сатору . сукуна рёмен. йошида хирофуми. космо. макима. денджи. пауэр. нанами кенто. . бронь: утахимэ, наоя, юджи. .  . тёплые вечера медленно растекаются по студенческого городку, словно золотистый мёд, подсвечивая асфальт мягкими бликами фонарей. воздух дышит кофе и свежей выпечкой из ближайшего комбини, где за стойкой улыбается знакомый продавец, как будто тоже живёт в ритме сессий и бессонных ночей. у автоматов с напитками — неторопливая очередь: кто-то зевает, зажимая в руке энергетик, кто-то берёт холодный зелёный чай, рассеянно перебрасываясь шутками о предстоящих выходных. на старой лавочке перед университетом студент судорожно перелистывает конспекты, шурша бумагой в тихом воздухе, в то время как его друг, уставший и равнодушный к панике, раскинулся на спинке лавки, глядя в высокое, глубокое небо, где над токио медленно загораются первые огни. .  . внутри корпуса жизнь шумит: преподаватель в лёгком раздражении собирает опоздавших, кто-то несётся по лестнице, уронив на бегу учебники и бутерброд в обёртке, а в углу группа друзей, сбившись в кружок, хихикает над вирусным видео, спрятавшись от чужих глаз. всё здесь кажется зыбким и настоящим: стремительный бег между парами, лёгкость решений, ночные прогулки по пустынным улицам сэтагая, звонкая музыка на крыше общежития и разговоры о мечтах, которые иногда звучат громче, чем шаги большого города. .  . вечеринки рождаются спонтанно — пара банок сидра, трек из телефона, ленивый смех на задворках кампуса — а потом вдруг взрываются яркими вспышками до самого рассвета: караоке в тесных комнатах сибуи, танцы на пустой платформе у станции, прогулки босиком по мокрому асфальту. утро настигает их за миской горячего рамэна в круглосуточной забегаловке, где окна запотели от пара, а рядом кто-то уже тихонько клюёт носом, не отпуская из рук телефон с наполовину набранным сообщением. .  . но между смехом и шальными пробежками всегда прячется тишина: случайные признания, сделанные на перекрёстке под неоновыми вывесками; дружбы, сминаемые временем и недомолвками; короткие ""до завтра"", за которыми иногда больше нет ""завтра"". веселье здесь — как дым, лёгкое и неуловимое, рассыпающееся в утреннем свете, оставляя только тёплый привкус на губах и тихую щемящую пустоту внутри. .  . здесь каждый ищет что-то своё — себя, любовь, мечту, новую дорогу. здесь можно падать, ошибаться, смеяться и снова мечтать, потому что если не сейчас — то когда? .  . наши требования: .  . — знание канона выбранного персонажа. мы не просим 100% канон, в рамках au существуют послабления, но будьте узнаваемы. . — актив. занимая роль, хочется видеть от вас желание играть и взаимодейсвовать с другими игроками. каждое воскресенье проводится чистка. . — от 18-ти лет. . — реал под запретом. . — адекватность, не конфликтность. . — грамотность на твердую четверку. .  . что вас может ожидать: .  . — легкая система дедлайна. . — свобода для творчества в хэдканонах и в выборе персонажей. можно брать даже тех, кто в манге или в аниме появлялся чисто эпизодически. нет ограничений по каноничному возрасту персонажей. . — лояльная, понимающая администрация. . — регулярное проведение ивентов. . — интерактив. посиделки в дискорде, совместные просмотры фильмов и возможность играть в кооперативе в различные игры.",143,1,0,0,2025-05-06 15:00:01+00:00
43638,Возвращение героя / АНИМЕ ВСЕ СЕРИИ / АНИМЕ МАРАФОН,867,11,8,0,2025-05-06 15:00:00+00:00
8946,Наша приватка: https://vk.cc/cKAnRH,37,5,2,0,2025-05-06 15:00:00+00:00
9811,"🖤 описания, схемы, МК ИСКЛЮЧИТЕЛЬНО персонажей фильмов, игр, аниме, нестандартные описания! 🖤 никаких заек-мишек-котиков! . 🖤 подписывайся, если любишь вязать что-то необычное!",136,2,0,0,2025-05-06 15:00:00+00:00
899,"Законы небес: серия с 1-26. . Фантастический, комедийный аниме сериал о путешествии во времени: ""Законы небес "". Только между небом и землёй расположен мир, называемый Луо Фу. Он возрождается через сто тысяч лет, и погибает через сто тысяч лет. Триллионы всех существ в мире погибают при рождении и смерти раз в двести тысяч лет. Круговорот продолжается бесконечно, но в этой бесконечной петле времени пробуждается молодой человек умерший в предыдущей эпохе, просыпается в тайном павильоне с мечами.",805,30,29,0,2025-05-06 15:00:00+00:00
5861217,"У нас тут на ТНТ свой Met Gala ✨ .  . Звёзды готовились, чтобы сиять на шоу «МАСТЕР ИГРЫ» 17 мая в 19:00 на ТНТ",10049,33,7,5,2025-05-06 16:31:41+00:00
50185,"Мария Маркова. Сольный стендап-концерт в Тамбове. Стендап, который точно зарядит позитивом. Не пропусти!. . Последние билеты: https://mariamarkova.ru/. . Мария Маркова — актриса, комик, участница передачи «Женский стендап» на ТНТ, полюбившаяся зрителю благодаря своему необычному взгляду на мир и чистому юмору.. . Реклама. ООО ""ПРАВДА МЬЮЗИК"". ИНН 9721195970. Возрастное ограничение: 16+",2148,7,4,0,2025-05-06 13:50:00+00:00
8030380,"DS CREW выступят в Мурманске 4 июня!. . Коллектив из Перми стал победителем танцевального шоу-проекта «Новые танцы на ТНТ». Они моментально влюбили в себя миллионы россиян, что неудивительно! Их синхронные движения гипнотизируют и вдохновляют, заставляя зрителя снова и снова пересматривать их хореографию... . «Любимчики народа» выходят на большую сцену с сольной программой. Вы увидите уникальное и атмосферное шоу, аналогов которому нет в России. Невероятная хореография, завораживающие стильные номера, необычные световые и звуковые решения - шоу обещает быть грандиозным, представляя все то, что вы видели и намного больше! Так что гоу за билетами!. . Билеты онлайн: https://moibilety.ru/concerts/1338-ds-crew.html",891,1,1,0,2025-05-06 16:18:36+00:00
